Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
shRTC8_metabat_017	94.35	1.84	0.0	42	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	44.671174905	1.6943840000000001	1565	0.898753175195	shRTC8
shRTC8_metabat_020	95.64	1.25	40.0	41	2	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.910633133900006	3.822081	3833	0.883629101529	shRTC8
shRTC8_metabat_021	95.36	1.68	0.0	42	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	46.2562178117	4.187931	3742	0.8615660095640001	shRTC8
shRTC8_metabat_025_sub	92.33	1.13	0.0	42	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.565627660699995	3.120853	2772	0.911482213356	shRTC8
shRTC8_metabat_026	60.52	0.0	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	44.415201851199996	1.5100040000000001	1341	0.8680884289049999	shRTC8
shRTC8_metabat_027	97.74	0.85	33.33	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	48.604675656400005	3.019498	2489	0.899193839506	shRTC8
shRTC8_metabat_028	96.75	2.89	45.45	42	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	54.1124979548	2.56708	2114	0.928426071646	shRTC8
shRTC8_metabat_029	97.58	0.57	33.33	43	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	41.9863911171	3.2511080000000003	3067	0.8898255610089999	shRTC8
shRTC8_metabat_032	98.12	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2333779829	2.578998	2301	0.882553611907	shRTC8
shRTC8_metabat_034	98.94	3.17	50.0	42	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.0639873158	1.7665990000000003	1528	0.8691508372869999	shRTC8
shRTC8_metabat_035_sub	94.13	1.53	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.7205705275	4.349294	4064	0.878746527597	shRTC8
shRTC8_metabat_037	96.87	4.02	23.53	41	2	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	39.162190551	5.362421	4842	0.838752309824	shRTC8
shRTC8_metabat_039	98.11	0.39	50.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.021536606800005	2.2198189999999998	1829	0.9092268333589999	shRTC8
shRTC8_metabat_040	85.19	1.71	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	32.8488253969	1.9207330000000002	2003	0.903082312846	shRTC8
shRTC8_metabat_043	90.6	1.42	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.7425980448	1.9021759999999999	1966	0.8881370598720001	shRTC8
shRTC8_metabat_044_sub	96.62	0.0	0.0	43	0	UID1372	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	37.4720827249	3.821651	3801	0.8577206552869999	shRTC8
shRTC8_metabat_046	76.56	0.82	45.45	30	0	UID2695	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	42.3088585024	3.6036989999999998	3294	0.8914420987989999	shRTC8
shRTC8_metabat_048	85.76	0.3	0.0	36	2	UID1339	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	unresolved	44.6529645587	3.3160239999999996	3496	0.903179530667	shRTC8
shRTC8_metabat_049	74.3	0.57	0.0	36	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	52.232825165	3.423597	3437	0.874914307963	shRTC8
shRTC8_metabat_053	91.23	0.99	50.0	31	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	54.373020158500005	2.2758950000000002	1933	0.9239042222949999	shRTC8
shRTC8_metabat_056	91.35	3.02	20.0	33	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.0933915179	3.059573	3204	0.880243419588	shRTC8
shRTC8_metabat_060_sub	68.42	0.0	0.0	14	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.4787506774	1.594057	1604	0.900635297232	shRTC8
shRTC8_metabat_063	75.87	2.53	25.0	29	0	UID1346	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_2;g__Clostridium_2	unresolved	50.3357276588	2.7394979999999998	2925	0.868325510732	shRTC8
shRTC8_metabat_066	81.77	0.67	0.0	36	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	55.399142804700006	2.1676330000000004	2231	0.860845447546	shRTC8
shRTC8_metabat_074	63.39	0.67	0.0	29	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.487076734	2.25371	2502	0.846600494296	shRTC8
shRTC8_metabat_077	54.84	0.0	0.0	27	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	40.2799810104	1.212826	1348	0.8655413060079999	shRTC8
shRTC8_metabat_082	71.67	2.39	0.0	29	1	UID2385	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_biforme	42.4559543663	1.6416279999999999	1965	0.9092857821629999	shRTC8
shHC4_maxbin_003_sub	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.8397064751	2.868374	2489	0.890151005413	shHC4
shHC4_maxbin_004_sub	58.31	0.62	0.0	40	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	47.7434294189	2.942287	2502	0.8832003812	shHC4
shHC4_maxbin_005	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.599673201899996	2.17047	1984	0.898990080489	shHC4
shHC4_maxbin_007	88.89	1.28	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.1342442901	1.949528	1985	0.9003892224169999	shHC4
shHC4_maxbin_009_sub	55.95	0.62	33.33	39	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	47.8149281925	2.674643	2357	0.872705254496	shHC4
shHC4_maxbin_010_sub	100.0	0.5	100.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.228872266	1.899185	1645	0.917518303904	shHC4
shHC4_maxbin_020	98.66	0.67	0.0	43	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	31.8114373116	3.367949	2915	0.876846709971	shHC4
shHC4_maxbin_024	92.31	1.14	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.8039285956	2.053932	1999	0.890140472031	shHC4
shHC4_maxbin_037	96.96	0.68	0.0	42	0	UID1372	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__;g__;s__	36.8661993098	3.627554	3314	0.861091247711	shHC4
shHC4_maxbin_040	86.81	4.4	50.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.8284683496	0.946052	979	0.8990488894900001	shHC4
shHC4_maxbin_042	95.16	0.0	0.0	43	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	44.1826784891	1.981057	1754	0.8570793268440001	shHC4
shHC4_maxbin_043	93.18	0.68	0.0	39	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	59.396779856	2.2953040000000002	2037	0.845517195108	shHC4
shHC4_metabat_003	98.46	1.78	50.0	42	1	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.9473658145	2.18109	1807	0.8868111815649999	shHC4
shHC4_metabat_005	96.77	0.0	0.0	30	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.6145951865	2.330038	1966	0.921198280886	shHC4
shHC4_metabat_006	98.56	0.16	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.1283932549	2.15623	1819	0.876882800072	shHC4
shHC4_metabat_008	99.62	0.19	0.0	43	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.380294210500004	6.480087999999999	5201	0.909674837749	shHC4
shHC4_metabat_011	96.25	1.15	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.07171557109999	3.245355	2983	0.91313523482	shHC4
shHC4_metabat_012	99.33	0.34	0.0	42	1	UID1369	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	45.26266921770001	2.878602	2683	0.9103696863959999	shHC4
shHC4_metabat_014	95.98	0.57	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	50.2600032828	3.850646	3474	0.899902769561	shHC4
shHC4_metabat_017	96.97	1.44	0.0	37	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.760675319499995	3.7630550000000005	3569	0.9090943395730001	shHC4
shHC4_metabat_019	97.52	1.44	0.0	38	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.4577739119	5.022202	4601	0.8943172735780001	shHC4
shHC4_metabat_021_sub	98.16	3.69	0.0	42	1	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	40.4119690753	5.178252	5084	0.8647261662819999	shHC4
shHC4_metabat_022	97.32	0.13	0.0	42	0	UID1250	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae_2;g__Lachnospira;s__Lachnospira_multipara	32.9496815591	3.1845790000000003	2924	0.8569999362549999	shHC4
shHC4_metabat_024	79.81	0.0	0.0	41	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.1974769284	1.81667	1525	0.9221047300830001	shHC4
shHC4_metabat_026	97.35	1.51	0.0	35	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.9655830262	2.781273	2288	0.904929145754	shHC4
shHC4_metabat_028	94.18	2.01	0.0	40	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	52.4820127569	3.4848190000000003	2924	0.85183218985	shHC4
shHC4_metabat_029	99.06	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.4175866693	3.008838	2496	0.897626259706	shHC4
shHC4_metabat_031	42.4	0.0	0.0	36	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	46.0539676256	1.1671610000000001	1013	0.859784554145	shHC4
shHC4_metabat_033	98.92	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.7873917734	2.6738560000000002	2213	0.9111893086239999	shHC4
shHC4_metabat_034	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7136127464	1.722505	1699	0.8830604265299999	shHC4
shHC4_metabat_037	90.23	0.5	50.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.8164377969	2.411856	2000	0.8930400488249999	shHC4
shHC4_metabat_038	92.95	0.94	25.0	41	2	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	62.035044839099996	2.902288	2799	0.8678894031190001	shHC4
shHC4_metabat_041	87.1	0.03	0.0	43	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	44.243452425	1.337931	1193	0.920605023727	shHC4
shHC4_metabat_042	62.14	0.75	0.0	39	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	47.156631724200004	2.72478	2310	0.9001680869650001	shHC4
shHC4_metabat_043	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2294291847	2.567765	2307	0.883733519228	shHC4
shHC4_metabat_046	96.98	1.34	50.0	43	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.5052210312	3.745533	3722	0.875895633545	shHC4
shHC4_metabat_051	99.42	1.76	66.67	41	2	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.668658909499996	2.0149169999999996	1634	0.849941213459	shHC4
shHC4_metabat_052	96.34	0.75	0.0	33	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.1641909276	2.379497	2017	0.919342617368	shHC4
shHC4_metabat_054	93.49	2.68	0.0	40	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.026528298	2.790814	2826	0.8874747654269999	shHC4
shHC4_metabat_055	98.81	3.02	37.5	42	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.8777536008	2.545538	2104	0.892350065094	shHC4
shHC4_metabat_056_sub	97.99	0.89	0.0	42	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.124240983	3.362989	3144	0.8397333443549999	shHC4
shHC4_metabat_057	96.18	2.59	0.0	37	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.3539020668	4.10365	3842	0.896741437501	shHC4
shHC4_metabat_059	79.25	0.67	0.0	16	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.1751067279	1.8657860000000002	1725	0.908116472093	shHC4
shHC4_metabat_062	97.15	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.7521554806	2.0628849999999996	1742	0.933557129942	shHC4
shHC4_metabat_063	93.9	0.75	0.0	11	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0306982754	2.576568	2208	0.918347584849	shHC4
shHC4_metabat_064	91.29	0.72	50.0	21	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.1972143843	1.643364	1475	0.8682215260889999	shHC4
shHC4_metabat_066_sub	93.5	3.45	0.0	41	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	43.8682956783	3.5447879999999996	3644	0.8998148831470001	shHC4
shHC4_metabat_067_sub	88.31	0.0	0.0	40	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	55.126133385	2.454275	2436	0.859803404264	shHC4
shHC4_metabat_069	70.99	2.97	11.11	34	3	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.4771822417	1.6662169999999998	1618	0.8571368555239999	shHC4
shHC4_metabat_073	65.99	2.71	0.0	40	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.3855947617	1.618514	1874	0.884692378317	shHC4
shHC4_metabat_074	82.48	0.19	0.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	54.177632576899995	2.114242	1983	0.926331044412	shHC4
shHC4_metabat_077	71.04	0.09	0.0	26	0	UID1110	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_2;f__Peptococcaceae	unresolved	48.3703721989	1.340547	1478	0.893386058079	shHC4
shHC4_metabat_088_sub	42.56	0.0	0.0	24	0	UID475	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_2;g__Lactobacillus_2;s__Lactobacillus_reuteri	f__Lactobacillaceae;g__Lactobacillus	38.6033004956	0.928099	1129	0.869823154642	shHC4
shHC4_metabat_090	63.01	0.08	0.0	34	2	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	27.9702320912	1.504157	1586	0.8725246101299999	shHC4
shHF2_maxbin_002	97.96	0.17	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.5456816619	2.7438860000000003	2331	0.884369102798	shHF2
shHF2_maxbin_004_sub	48.88	1.92	33.33	25	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	59.7371192118	1.1343290000000001	971	0.8427951678919999	shHF2
shHF2_maxbin_011	95.98	1.72	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.8954774211	3.8836980000000003	3710	0.905439866849	shHF2
shHF2_maxbin_012	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7715403405	1.786123	1772	0.882907840054	shHF2
shHF2_maxbin_013_sub	99.52	0.48	100.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.2563832236	1.8591919999999997	1592	0.919139066863	shHF2
shHF2_maxbin_014	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.590129632600004	2.145715	1958	0.901210086148	shHF2
shHF2_maxbin_022	94.83	1.44	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.9030783105	3.407064	3262	0.8980083731919999	shHF2
shHF2_maxbin_041	78.65	1.21	16.67	33	1	UID1279	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_scindens	48.4195342812	2.999215	3270	0.904945794149	shHF2
shHF2_metabat_01	88.89	0.85	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.1000663988	1.818214	1843	0.9101508403299999	shHF2
shHF2_metabat_05	99.23	0.19	0.0	31	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.3463042299	6.41484	5177	0.909700475772	shHF2
shHF2_metabat_06	97.6	1.12	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	56.8384703835	2.251819	1935	0.8793926154809999	shHF2
shHF2_metabat_10	86.81	1.1	100.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.7473363775	0.9135190000000001	917	0.899414243163	shHF2
shHF2_metabat_16	96.23	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.28338750060001	2.144813	1802	0.9228762600749999	shHF2
shHF2_metabat_17	60.37	0.0	0.0	40	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	48.1439098892	2.307127	1830	0.878411114776	shHF2
shHF2_metabat_18	97.55	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.977644820100004	2.726448	2237	0.9042688509010001	shHF2
shHF2_metabat_19	98.81	1.89	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.0040982788	2.5036099999999997	2040	0.8937873710359999	shHF2
shHF2_metabat_20	96.79	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.315372301800004	2.953077	2431	0.897766295969	shHF2
shHF2_metabat_22_sub	51.25	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	43.8794985699	1.259039	1121	0.870697412868	shHF2
shHF2_metabat_23	95.67	1.98	16.67	41	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.0467481047	2.164101	1876	0.9108701488519999	shHF2
shHF2_metabat_24	96.57	4.09	0.0	28	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.1419327487	2.09009	1789	0.897080986943	shHF2
shHF2_metabat_25	99.46	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.67278960270001	2.694769	2245	0.910068729453	shHF2
shHF2_metabat_27	95.85	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.2695162917	2.63764	2185	0.9219230069299998	shHF2
shHF2_metabat_28	96.1	0.0	0.0	43	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.734545029399996	3.7638050000000005	3139	0.879081939686	shHF2
shHF2_metabat_29	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.22548142310001	2.579538	2304	0.883906730585	shHF2
shHF2_metabat_31	95.21	2.75	40.0	30	6	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.4990884626	3.419807	3414	0.87720944486	shHF2
shHF2_metabat_32	98.8	0.0	0.0	41	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.578588777600004	2.383918	2024	0.921994380679	shHF2
shHF2_metabat_33	65.35	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	47.0734998712	2.848822	2309	0.898551401246	shHF2
shHF2_metabat_34	98.3	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.3051004726	2.358056	1952	0.9209891537780001	shHF2
shHF2_metabat_35	77.6	0.7	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.4896839359	1.564442	1584	0.886388245777	shHF2
shHF2_metabat_38	96.79	0.75	50.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.5512183239	2.9104330000000003	2371	0.90150812611	shHF2
shHF2_metabat_39	91.41	0.64	50.0	24	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.7742212093	2.148191	1850	0.890528356184	shHF2
shHF2_metabat_40	52.56	0.48	0.0	37	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	61.7195981388	0.985734	784	0.8601164208600001	shHF2
shHF2_metabat_41	92.59	1.51	0.0	39	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0819038708	2.0620580000000004	1841	0.913499038339	shHF2
shHF2_metabat_42	93.76	1.15	0.0	24	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.8867537955	2.494541	2053	0.889021266838	shHF2
