genome	completeness	contamination	strain heterogeneity	# unique markers (of 43)	# multi-copy	insertion branch uid	taxonomy (contained)	taxonomy (sister lineage)	gc	genome size (mbp)	gene count	coding density	sample
shHC4_metabat_008.fasta	99.62	0.19	0.0	43	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.380294210500004	6.4800879999999985	5201	0.909674837749	shHC4
shHC4_metabat_011.fasta	96.25	1.15	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.07171557109999	3.245355	2983	0.91313523482	shHC4
shHC4_metabat_012.fasta	99.33	0.34	0.0	42	1	UID1369	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	45.26266921770001	2.878602	2683	0.910369686396	shHC4
shHC4_metabat_014.fasta	95.98	0.57	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	50.2600032828	3.850646	3474	0.899902769561	shHC4
shHC4_metabat_017.fasta	96.97	1.44	0.0	37	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.760675319499995	3.763055000000001	3569	0.909094339573	shHC4
shHC4_metabat_019.fasta	97.52	1.44	0.0	38	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.4577739119	5.022202	4601	0.8943172735780001	shHC4
shHC4_metabat_021_sub.fasta	98.16	3.69	0.0	42	1	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	40.4119690753	5.178252	5084	0.8647261662819999	shHC4
shHC4_metabat_022.fasta	97.32	0.13	0.0	42	0	UID1250	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae_2;g__Lachnospira;s__Lachnospira_multipara	32.9496815591	3.1845790000000003	2924	0.8569999362549999	shHC4
shHC4_metabat_024.fasta	79.81	0.0	0.0	41	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.1974769284	1.81667	1525	0.922104730083	shHC4
shHC4_metabat_026.fasta	97.35	1.51	0.0	35	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.9655830262	2.781273	2288	0.904929145754	shHC4
shHC4_metabat_028.fasta	94.18	2.01	0.0	40	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	52.4820127569	3.4848190000000003	2924	0.85183218985	shHC4
shHC4_metabat_029.fasta	99.06	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.4175866693	3.008838	2496	0.897626259706	shHC4
shHC4_metabat_031.fasta	42.4	0.0	0.0	36	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	46.0539676256	1.167161	1013	0.859784554145	shHC4
shHC4_metabat_033.fasta	98.92	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.7873917734	2.673856	2213	0.911189308624	shHC4
shHC4_metabat_034.fasta	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7136127464	1.722505	1699	0.8830604265299999	shHC4
shHC4_metabat_037.fasta	90.23	0.5	50.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.8164377969	2.411856	2000	0.8930400488249999	shHC4
shHC4_metabat_038.fasta	92.95	0.94	25.0	41	2	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	62.035044839099996	2.902288	2799	0.8678894031190001	shHC4
shHC4_metabat_041.fasta	87.1	0.03	0.0	43	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	44.243452425	1.337931	1193	0.920605023727	shHC4
shHC4_metabat_042.fasta	62.14	0.75	0.0	39	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	47.156631724200004	2.72478	2310	0.9001680869650001	shHC4
shHC4_metabat_043.fasta	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.2294291847	2.567765	2307	0.883733519228	shHC4
shHC4_metabat_046.fasta	96.98	1.34	50.0	43	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.5052210312	3.745533	3722	0.875895633545	shHC4
shHC4_metabat_051.fasta	99.42	1.76	66.67	41	2	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.668658909499996	2.014917	1634	0.849941213459	shHC4
shHC4_metabat_052.fasta	96.34	0.75	0.0	33	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.1641909276	2.379497	2017	0.919342617368	shHC4
shHC4_metabat_054.fasta	93.49	2.68	0.0	40	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.026528298	2.790814	2826	0.8874747654269999	shHC4
shHC4_metabat_055.fasta	98.81	3.02	37.5	42	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	55.8777536008	2.545538	2104	0.892350065094	shHC4
shHC4_metabat_056_sub.fasta	97.99	0.89	0.0	42	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.124240983	3.362989	3144	0.8397333443549999	shHC4
shHC4_metabat_057.fasta	96.18	2.59	0.0	37	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.3539020668	4.10365	3842	0.896741437501	shHC4
shHC4_metabat_059.fasta	79.25	0.67	0.0	16	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.1751067279	1.865786	1725	0.908116472093	shHC4
shHC4_metabat_062.fasta	97.15	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.7521554806	2.062885	1742	0.933557129942	shHC4
shHC4_metabat_063.fasta	93.9	0.75	0.0	11	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0306982754	2.576568	2208	0.918347584849	shHC4
shHC4_metabat_064.fasta	91.29	0.72	50.0	21	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	64.1972143843	1.643364	1475	0.8682215260889999	shHC4
shHC4_metabat_066_sub.fasta	93.5	3.45	0.0	41	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	43.8682956783	3.544788	3644	0.8998148831470001	shHC4
shHC4_metabat_067_sub.fasta	88.31	0.0	0.0	40	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	55.126133385	2.454275	2436	0.859803404264	shHC4
shHC4_metabat_069.fasta	70.99	2.97	11.11	34	3	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.4771822417	1.6662169999999998	1618	0.8571368555239999	shHC4
shHC4_metabat_073.fasta	65.99	2.71	0.0	40	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	35.3855947617	1.618514	1874	0.884692378317	shHC4
shHC4_metabat_074.fasta	82.48	0.19	0.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	54.177632576899995	2.114242	1983	0.926331044412	shHC4
shHC4_metabat_077.fasta	71.04	0.09	0.0	26	0	UID1110	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales_2;f__Peptococcaceae	unresolved	48.3703721989	1.340547	1478	0.893386058079	shHC4
shHC4_metabat_088_sub.fasta	42.56	0.0	0.0	24	0	UID475	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_2;g__Lactobacillus_2;s__Lactobacillus_reuteri	f__Lactobacillaceae;g__Lactobacillus	38.6033004956	0.928099	1129	0.869823154642	shHC4
shHC4_metabat_090.fasta	63.01	0.08	0.0	34	2	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	27.9702320912	1.504157	1586	0.8725246101299999	shHC4
shHF2_maxbin_002.fasta	97.96	0.17	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.5456816619	2.7438860000000003	2331	0.884369102798	shHF2
shHF2_maxbin_004_sub.fasta	48.88	1.92	33.33	25	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	59.7371192118	1.134329	971	0.8427951678919999	shHF2
shHF2_maxbin_011.fasta	95.98	1.72	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.8954774211	3.883698	3710	0.905439866849	shHF2
shHF2_maxbin_012.fasta	95.7	0.0	0.0	43	0	UID3304	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	unresolved	43.7715403405	1.786123	1772	0.882907840054	shHF2
shHF2_maxbin_013_sub.fasta	99.52	0.48	100.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.2563832236	1.859192	1592	0.919139066863	shHF2
shHF2_maxbin_014.fasta	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.590129632600004	2.145715	1958	0.901210086148	shHF2
shHF2_maxbin_022.fasta	94.83	1.44	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.9030783105	3.407064	3262	0.8980083731919999	shHF2
shHF2_maxbin_041.fasta	78.65	1.21	16.67	33	1	UID1279	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_scindens	48.4195342812	2.999215	3270	0.904945794149	shHF2
shHF2_metabat_01.fasta	88.89	0.85	0.0	42	0	UID2142	k__Bacteria	p__Cyanobacteria	33.1000663988	1.818214	1843	0.91015084033	shHF2
shHF2_metabat_05.fasta	99.23	0.19	0.0	31	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.3463042299	6.41484	5177	0.909700475772	shHF2
shHF2_metabat_06.fasta	97.6	1.12	0.0	43	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	56.8384703835	2.251819	1935	0.8793926154809999	shHF2
shHF2_metabat_10.fasta	86.81	1.1	100.0	43	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.7473363775	0.913519	917	0.899414243163	shHF2
shHF2_metabat_16.fasta	96.23	0.0	0.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.28338750060001	2.144813	1802	0.922876260075	shHF2
shHF2_metabat_17.fasta	60.37	0.0	0.0	40	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	48.1439098892	2.307127	1830	0.878411114776	shHF2
shHF2_metabat_18.fasta	97.55	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.977644820100004	2.726448	2237	0.904268850901	shHF2
shHF2_metabat_19.fasta	98.81	1.89	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	56.0040982788	2.50361	2040	0.8937873710359999	shHF2
shHF2_metabat_20.fasta	96.79	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.315372301800004	2.953077	2431	0.897766295969	shHF2
shHF2_metabat_22_sub.fasta	51.25	0.09	0.0	37	0	UID2719	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	43.8794985699	1.259039	1121	0.870697412868	shHF2
shHF2_metabat_23.fasta	95.67	1.98	16.67	41	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.0467481047	2.164101	1876	0.910870148852	shHF2
shHF2_metabat_24.fasta	96.57	4.09	0.0	28	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.1419327487	2.09009	1789	0.897080986943	shHF2
shHF2_metabat_25.fasta	99.46	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.67278960270001	2.694769	2245	0.910068729453	shHF2
shHF2_metabat_27.fasta	95.85	0.0	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.2695162917	2.63764	2185	0.9219230069299998	shHF2
shHF2_metabat_28.fasta	96.1	0.0	0.0	43	0	UID2662	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	unresolved	46.734545029399996	3.763805000000001	3139	0.879081939686	shHF2
shHF2_metabat_29.fasta	98.75	0.0	0.0	43	0	UID4182	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	unresolved	44.22548142310001	2.579538	2304	0.883906730585	shHF2
shHF2_metabat_31.fasta	95.21	2.75	40.0	30	6	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.4990884626	3.419807	3414	0.87720944486	shHF2
shHF2_metabat_32.fasta	98.8	0.0	0.0	41	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.578588777600004	2.383918	2024	0.921994380679	shHF2
shHF2_metabat_33.fasta	65.35	0.38	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	47.0734998712	2.848822	2309	0.898551401246	shHF2
shHF2_metabat_34.fasta	98.3	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.3051004726	2.358056	1952	0.920989153778	shHF2
shHF2_metabat_35.fasta	77.6	0.7	0.0	43	0	UID1213	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	unresolved	26.4896839359	1.564442	1584	0.886388245777	shHF2
shHF2_metabat_38.fasta	96.79	0.75	50.0	43	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	52.5512183239	2.9104330000000003	2371	0.90150812611	shHF2
shHF2_metabat_39.fasta	91.41	0.64	50.0	24	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.7742212093	2.148191	1850	0.890528356184	shHF2
shHF2_metabat_40.fasta	52.56	0.48	0.0	37	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	61.7195981388	0.985734	784	0.8601164208600001	shHF2
shHF2_metabat_41.fasta	92.59	1.51	0.0	39	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	49.0819038708	2.0620580000000004	1841	0.913499038339	shHF2
shHF2_metabat_42.fasta	93.76	1.15	0.0	24	1	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.8867537955	2.494541	2053	0.889021266838	shHF2
shHF2_metabat_43.fasta	93.41	0.75	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	52.8805039444	1.982539	1713	0.933089840856	shHF2
shHF2_metabat_45.fasta	92.46	0.51	0.0	36	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	47.50424148649999	2.211585	2002	0.922563681703	shHF2
shHF2_metabat_46.fasta	74.43	4.03	0.0	43	0	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	29.578771485500003	1.506594	1590	0.87803084308	shHF2
shHF2_metabat_49.fasta	70.72	1.64	33.33	40	1	UID1226	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Ruminococcaceae	26.5094662376	1.727466	1689	0.865721235613	shHF2
shHF2_metabat_50_sub.fasta	94.62	0.89	0.0	39	0	UID1239	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Ruminococcus	48.2797352234	3.180708	3103	0.8460154154359999	shHF2
shHF2_metabat_52_sub.fasta	85.7	0.59	0.0	39	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.9511108047	2.877509	2949	0.904385008005	shHF2
shHF2_metabat_53.fasta	82.04	0.0	0.0	38	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	35.4039077126	0.8835459999999999	1053	0.914720908702	shHF2
shHF2_metabat_56_sub.fasta	81.13	6.25	50.0	31	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	46.6365538824	3.671153	3744	0.8895706607709999	shHF2
shHF2_metabat_61.fasta	65.79	2.03	16.67	41	0	UID286	k__Bacteria;p__Firmicutes;c__Bacilli	c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	36.593677239499996	1.683531	1904	0.8277115182320001	shHF2
shHF2_metabat_63.fasta	53.79	0.0	0.0	34	0	UID1120	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	55.655898515699995	0.976125	1193	0.8576053271870001	shHF2
shHF2_metabat_71_sub.fasta	56.03	0.73	0.0	27	0	UID1248	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	32.3018534232	1.9614	2242	0.873736106862	shHF2
shHF2_metabat_77.fasta	34.47	0.0	0.0	22	0	UID1395	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	s__Clostridium_celatum	28.5226617619	0.730892	798	0.8689491744329999	shHF2
shRTF3_maxbin_004.fasta	99.52	0.48	0.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.46672419	2.141355	1774	0.853656213005	shRTF3
shRTF3_maxbin_008.fasta	99.52	0.12	50.0	43	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	55.2221011393	1.912572	1642	0.918224255087	shRTF3
shRTF3_maxbin_010.fasta	98.22	0.0	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	43.5656478087	2.188654	2014	0.898833255508	shRTF3
shRTF3_maxbin_013.fasta	93.71	0.68	0.0	42	0	UID1237	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Subdoligranulum;s__	58.9638763705	2.517693	2193	0.844483819115	shRTF3
shRTF3_maxbin_017.fasta	91.57	1.12	0.0	43	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	29.0277735186	1.7613759999999998	1893	0.888090333921	shRTF3
shRTF3_maxbin_028_sub.fasta	90.31	0.38	0.0	26	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.390665137	2.279462	1772	0.893313860902	shRTF3
shRTF3_maxbin_030.fasta	91.14	1.27	0.0	43	0	UID1346	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_2;g__Clostridium_2	unresolved	51.2248466906	3.22392	2900	0.874606689992	shRTF3
shRTF3_metabat_001.fasta	100.0	8.62	72.22	31	12	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	43.6457347301	2.540995	2128	0.922405593085	shRTF3
shRTF3_metabat_007.fasta	95.68	2.59	0.0	38	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.9970267181	4.221705	3975	0.90221154723	shRTF3
shRTF3_metabat_010.fasta	93.1	0.59	50.0	40	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	50.6577059775	3.688272	3318	0.90283498614	shRTF3
shRTF3_metabat_012.fasta	98.73	1.58	0.0	43	0	UID1256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	50.284975490200004	3.375725	3151	0.911950469899	shRTF3
shRTF3_metabat_014.fasta	99.06	0.38	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.2822142818	2.685881	2145	0.9004457010570001	shRTF3
shRTF3_metabat_016.fasta	98.26	4.36	26.32	41	2	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.6777396425	2.799517	2301	0.924489474434	shRTF3
shRTF3_metabat_017.fasta	97.33	1.72	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.9326033759	3.3031410000000005	3009	0.878547418957	shRTF3
shRTF3_metabat_018.fasta	57.41	0.0	0.0	40	0	UID2722	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	unresolved	48.0010667566	2.347402	1867	0.8841361641509999	shRTF3
shRTF3_metabat_019.fasta	93.84	0.0	0.0	39	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	55.42040029050001	2.10049	1795	0.926905626782	shRTF3
shRTF3_metabat_020.fasta	97.17	0.75	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	48.157217246	3.1400740000000003	2628	0.8984202283130001	shRTF3
shRTF3_metabat_021.fasta	97.59	1.72	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	39.5352505511	4.369841	4089	0.871602650989	shRTF3
shRTF3_metabat_023.fasta	24.4	0.0	0.0	37	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	48.017220540299995	0.782057	669	0.8930346509270001	shRTF3
shRTF3_metabat_024.fasta	97.15	1.34	0.0	42	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	59.4515002375	3.922614	3935	0.880127129511	shRTF3
shRTF3_metabat_025.fasta	93.72	0.47	50.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.735303754499995	2.341295	1937	0.924270542584	shRTF3
shRTF3_metabat_026.fasta	94.95	2.11	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	42.5053648961	3.607869	3357	0.889292820776	shRTF3
shRTF3_metabat_030.fasta	76.42	0.0	0.0	42	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.9383461708	2.122112	1670	0.905156278274	shRTF3
shRTF3_metabat_031.fasta	94.09	0.18	0.0	31	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	44.849185007799996	2.426062	2012	0.911606545917	shRTF3
shRTF3_metabat_032.fasta	96.86	0.38	0.0	42	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	46.9442387818	3.082644	2645	0.913459030624	shRTF3
shRTF3_metabat_033.fasta	92.53	1.47	46.15	36	7	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.8394052883	3.565558	3269	0.895200695095	shRTF3
